sourceName,objectType,system,layer,baseName,side,suffix,paren,proposedAnatomyId,polyCount,include
Carotid sulcus.j,MESH,Skeletal system,bone,Carotid sulcus,,j,,bone.carotidSulcus,0,
Carpal articular surface.j,MESH,Skeletal system,bone,Carpal articular surface,,j,,bone.carpalArticularSurface,0,
Carpal articular surface.i,MESH,Skeletal system,bone,Carpal articular surface.i,,,,bone.carpalArticularSurfaceI,0,
Carpal bones.j,MESH,Skeletal system,bone,Carpal bones,,j,,bone.carpalBones,0,
Cartilages of ear.j,MESH,Skeletal system,bone,Cartilages of ear,,j,,bone.cartilagesOfEar,0,
Cerebellar fossa.j,MESH,Skeletal system,bone,Cerebellar fossa,,j,,bone.cerebellarFossa,0,
Cerebral fossa.j,MESH,Skeletal system,bone,Cerebral fossa,,j,,bone.cerebralFossa,0,
Cerebral surface of greater wing.j,MESH,Skeletal system,bone,Cerebral surface of greater wing,,j,,bone.cerebralSurfaceOfGreaterWing,0,
Cervical vertebra.j,MESH,Skeletal system,bone,Cervical vertebra,,j,,bone.cervicalVertebra,0,
Cervical vertebrae.j,MESH,Skeletal system,bone,Cervical vertebrae,,j,,bone.cervicalVertebrae,0,
Chiasmatic sulcus.j,MESH,Skeletal system,bone,Chiasmatic sulcus,,j,,bone.chiasmaticSulcus,0,
Clavicle.l,MESH,Skeletal system,bone,Clavicle,left,l,,bone.clavicle,1548,
Clavicle.r,MESH,Skeletal system,bone,Clavicle,right,r,,bone.clavicle,1548,
Clavicular facet.j,MESH,Skeletal system,bone,Clavicular facet,,j,,bone.clavicularFacet,0,
Clavicular facet.i,MESH,Skeletal system,bone,Clavicular facet.i,,,,bone.clavicularFacetI,0,
Clavicular notch.j,MESH,Skeletal system,bone,Clavicular notch,,j,,bone.clavicularNotch,0,
Coccygeal horn.j,MESH,Skeletal system,bone,Coccygeal horn,,j,,bone.coccygealHorn,0,
Coccyx,MESH,Skeletal system,bone,Coccyx,,,,bone.coccyx,1066,
Coccyx.j,MESH,Skeletal system,bone,Coccyx,,j,,bone.coccyx,0,
Colliculus of arytenoid cartilage.j,MESH,Skeletal system,bone,Colliculus of arytenoid cartilage,,j,,bone.colliculusOfArytenoidCartilage,0,
Colliculus of arytenoid cartilage.i,MESH,Skeletal system,bone,Colliculus of arytenoid cartilage.i,,,,bone.colliculusOfArytenoidCartilageI,0,
Condylar canal.j,MESH,Skeletal system,bone,Condylar canal,,j,,bone.condylarCanal,0,
Condylar fossa.j,MESH,Skeletal system,bone,Condylar fossa,,j,,bone.condylarFossa,0,
Condyle of humerus.j,MESH,Skeletal system,bone,Condyle of humerus,,j,,bone.condyleOfHumerus,0,
Condyle of humerus.i,MESH,Skeletal system,bone,Condyle of humerus.i,,,,bone.condyleOfHumerusI,0,
Conoid tubercle.j,MESH,Skeletal system,bone,Conoid tubercle,,j,,bone.conoidTubercle,0,
Conoid tubercle.i,MESH,Skeletal system,bone,Conoid tubercle.i,,,,bone.conoidTubercleI,0,
Coracoid process.j,MESH,Skeletal system,bone,Coracoid process,,j,,bone.coracoidProcess,0,
Coracoid process.i,MESH,Skeletal system,bone,Coracoid process.i,,,,bone.coracoidProcessI,0,
Corniculate cartilage.l,MESH,Skeletal system,bone,Corniculate cartilage,left,l,,bone.corniculateCartilage,136,
Corniculate cartilage.r,MESH,Skeletal system,bone,Corniculate cartilage,right,r,,bone.corniculateCartilage,136,
Coronoid fossa.j,MESH,Skeletal system,bone,Coronoid fossa,,j,,bone.coronoidFossa,0,
Coronoid fossa.i,MESH,Skeletal system,bone,Coronoid fossa.i,,,,bone.coronoidFossaI,0,
Coronoid process of ulna.j,MESH,Skeletal system,bone,Coronoid process of ulna,,j,,bone.coronoidProcessOfUlna,0,
Coronoid process of ulna.i,MESH,Skeletal system,bone,Coronoid process of ulna.i,,,,bone.coronoidProcessOfUlnaI,0,
Costal arch.j,MESH,Skeletal system,bone,Costal arch,,j,,bone.costalArch,0,
Costal cartilage of eighth rib.l,MESH,Skeletal system,bone,Costal cartilage of eighth rib,left,l,,bone.costalCartilageOfEighthRib,330,
Costal cartilage of eighth rib.r,MESH,Skeletal system,bone,Costal cartilage of eighth rib,right,r,,bone.costalCartilageOfEighthRib,330,
Costal cartilage of fifth rib.l,MESH,Skeletal system,bone,Costal cartilage of fifth rib,left,l,,bone.costalCartilageOfFifthRib,1082,
Costal cartilage of fifth rib.r,MESH,Skeletal system,bone,Costal cartilage of fifth rib,right,r,,bone.costalCartilageOfFifthRib,1082,
Costal cartilage of first rib.l,MESH,Skeletal system,bone,Costal cartilage of first rib,left,l,,bone.costalCartilageOfFirstRib,462,
Costal cartilage of first rib.r,MESH,Skeletal system,bone,Costal cartilage of first rib,right,r,,bone.costalCartilageOfFirstRib,462,
Costal cartilage of fourth rib.l,MESH,Skeletal system,bone,Costal cartilage of fourth rib,left,l,,bone.costalCartilageOfFourthRib,745,
Costal cartilage of fourth rib.r,MESH,Skeletal system,bone,Costal cartilage of fourth rib,right,r,,bone.costalCartilageOfFourthRib,745,
Costal cartilage of ninth rib.l,MESH,Skeletal system,bone,Costal cartilage of ninth rib,left,l,,bone.costalCartilageOfNinthRib,247,
Costal cartilage of ninth rib.r,MESH,Skeletal system,bone,Costal cartilage of ninth rib,right,r,,bone.costalCartilageOfNinthRib,247,
Costal cartilage of second rib.l,MESH,Skeletal system,bone,Costal cartilage of second rib,left,l,,bone.costalCartilageOfSecondRib,568,
Costal cartilage of second rib.r,MESH,Skeletal system,bone,Costal cartilage of second rib,right,r,,bone.costalCartilageOfSecondRib,568,
Costal cartilage of seventh rib.l,MESH,Skeletal system,bone,Costal cartilage of seventh rib,left,l,,bone.costalCartilageOfSeventhRib,2294,
Costal cartilage of seventh rib.r,MESH,Skeletal system,bone,Costal cartilage of seventh rib,right,r,,bone.costalCartilageOfSeventhRib,2294,
Costal cartilage of sixth rib.l,MESH,Skeletal system,bone,Costal cartilage of sixth rib,left,l,,bone.costalCartilageOfSixthRib,1353,
Costal cartilage of sixth rib.r,MESH,Skeletal system,bone,Costal cartilage of sixth rib,right,r,,bone.costalCartilageOfSixthRib,1353,
Costal cartilage of tenth rib.l,MESH,Skeletal system,bone,Costal cartilage of tenth rib,left,l,,bone.costalCartilageOfTenthRib,192,
Costal cartilage of tenth rib.r,MESH,Skeletal system,bone,Costal cartilage of tenth rib,right,r,,bone.costalCartilageOfTenthRib,192,
Costal cartilage of third rib.l,MESH,Skeletal system,bone,Costal cartilage of third rib,left,l,,bone.costalCartilageOfThirdRib,600,
Costal cartilage of third rib.r,MESH,Skeletal system,bone,Costal cartilage of third rib,right,r,,bone.costalCartilageOfThirdRib,600,
Costal cartilages.j,MESH,Skeletal system,bone,Costal cartilages,,j,,bone.costalCartilages,0,
Costal groove.j,MESH,Skeletal system,bone,Costal groove,,j,,bone.costalGroove,0,
Costal groove.i,MESH,Skeletal system,bone,Costal groove.i,,,,bone.costalGrooveI,0,
Costal notches.j,MESH,Skeletal system,bone,Costal notches,,j,,bone.costalNotches,0,
Costal part of transverse process.j,MESH,Skeletal system,bone,Costal part of transverse process,,j,,bone.costalPartOfTransverseProcess,0,
Costal surface of scapula.j,MESH,Skeletal system,bone,Costal surface of scapula,,j,,bone.costalSurfaceOfScapula,0,
Costal surface of scapula.i,MESH,Skeletal system,bone,Costal surface of scapula.i,,,,bone.costalSurfaceOfScapulaI,0,
Cranium.j,MESH,Skeletal system,bone,Cranium,,j,,bone.cranium,0,
Crest of greater tubercle.j,MESH,Skeletal system,bone,Crest of greater tubercle,,j,,bone.crestOfGreaterTubercle,0,
Crest of greater tubercle.i,MESH,Skeletal system,bone,Crest of greater tubercle.i,,,,bone.crestOfGreaterTubercleI,0,
Crest of head of rib.j,MESH,Skeletal system,bone,Crest of head of rib,,j,,bone.crestOfHeadOfRib,0,
Crest of head of rib.i,MESH,Skeletal system,bone,Crest of head of rib.i,,,,bone.crestOfHeadOfRibI,0,
Crest of lesser tubercle.j,MESH,Skeletal system,bone,Crest of lesser tubercle,,j,,bone.crestOfLesserTubercle,0,
Crest of lesser tubercle.i,MESH,Skeletal system,bone,Crest of lesser tubercle.i,,,,bone.crestOfLesserTubercleI,0,
Crest of neck of rib.j,MESH,Skeletal system,bone,Crest of neck of rib,,j,,bone.crestOfNeckOfRib,0,
Crest of neck of rib.i,MESH,Skeletal system,bone,Crest of neck of rib.i,,,,bone.crestOfNeckOfRibI,0,
Cricoid cartilage,MESH,Skeletal system,bone,Cricoid cartilage,,,,bone.cricoidCartilage,1806,
Crown of tooth.j,MESH,Skeletal system,bone,Crown of tooth,,j,,bone.crownOfTooth,0,
Crown of tooth.i,MESH,Skeletal system,bone,Crown of tooth.i,,,,bone.crownOfToothI,0,
Cruciform eminence.j,MESH,Skeletal system,bone,Cruciform eminence,,j,,bone.cruciformEminence,0,
Cuboid bone.l,MESH,Skeletal system,bone,Cuboid bone,left,l,,bone.cuboid,994,
Cuboid bone.r,MESH,Skeletal system,bone,Cuboid bone,right,r,,bone.cuboid,994,
Cusp of tooth.j,MESH,Skeletal system,bone,Cusp of tooth,,j,,bone.cuspOfTooth,0,
Cusp of tooth.i,MESH,Skeletal system,bone,Cusp of tooth.i,,,,bone.cuspOfToothI,0,
Deltoid tubercle.j,MESH,Skeletal system,bone,Deltoid tubercle,,j,,bone.deltoidTubercle,0,
Deltoid tubercle.i,MESH,Skeletal system,bone,Deltoid tubercle.i,,,,bone.deltoidTubercleI,0,
Deltoid tuberosity.j,MESH,Skeletal system,bone,Deltoid tuberosity,,j,,bone.deltoidTuberosity,0,
Deltoid tuberosity.i,MESH,Skeletal system,bone,Deltoid tuberosity.i,,,,bone.deltoidTuberosityI,0,
Dens axis.j,MESH,Skeletal system,bone,Dens axis,,j,,bone.densAxis,0,
Digastric fossa.j,MESH,Skeletal system,bone,Digastric fossa,,j,,bone.digastricFossa,0,
Distal phalanx of fifth finger of foot.l,MESH,Skeletal system,bone,Distal phalanx of fifth finger of foot,left,l,,bone.distalPhalanxOfFifthFingerOfFoot,222,
Distal phalanx of fifth finger of foot.r,MESH,Skeletal system,bone,Distal phalanx of fifth finger of foot,right,r,,bone.distalPhalanxOfFifthFingerOfFoot,222,
Distal phalanx of fifth finger of hand.l,MESH,Skeletal system,bone,Distal phalanx of fifth finger of hand,left,l,,bone.distalPhalanxOfFifthFingerOfHand,192,
Distal phalanx of fifth finger of hand.r,MESH,Skeletal system,bone,Distal phalanx of fifth finger of hand,right,r,,bone.distalPhalanxOfFifthFingerOfHand,192,
Distal phalanx of first finger of foot.l,MESH,Skeletal system,bone,Distal phalanx of first finger of foot,left,l,,bone.distalPhalanxOfFirstFingerOfFoot,466,
Distal phalanx of first finger of foot.r,MESH,Skeletal system,bone,Distal phalanx of first finger of foot,right,r,,bone.distalPhalanxOfFirstFingerOfFoot,466,
Distal phalanx of first finger of hand.l,MESH,Skeletal system,bone,Distal phalanx of first finger of hand,left,l,,bone.distalPhalanxOfFirstFingerOfHand,222,
Distal phalanx of first finger of hand.r,MESH,Skeletal system,bone,Distal phalanx of first finger of hand,right,r,,bone.distalPhalanxOfFirstFingerOfHand,222,
Distal phalanx of fourth finger of foot.l,MESH,Skeletal system,bone,Distal phalanx of fourth finger of foot,left,l,,bone.distalPhalanxOfFourthFingerOfFoot,278,
Distal phalanx of fourth finger of foot.r,MESH,Skeletal system,bone,Distal phalanx of fourth finger of foot,right,r,,bone.distalPhalanxOfFourthFingerOfFoot,278,
Distal phalanx of fourth finger of hand.l,MESH,Skeletal system,bone,Distal phalanx of fourth finger of hand,left,l,,bone.distalPhalanxOfFourthFingerOfHand,134,
Distal phalanx of fourth finger of hand.r,MESH,Skeletal system,bone,Distal phalanx of fourth finger of hand,right,r,,bone.distalPhalanxOfFourthFingerOfHand,134,
Distal phalanx of second finger of foot.l,MESH,Skeletal system,bone,Distal phalanx of second finger of foot,left,l,,bone.distalPhalanxOfSecondFingerOfFoot,236,
Distal phalanx of second finger of foot.r,MESH,Skeletal system,bone,Distal phalanx of second finger of foot,right,r,,bone.distalPhalanxOfSecondFingerOfFoot,236,
Distal phalanx of second finger of hand.l,MESH,Skeletal system,bone,Distal phalanx of second finger of hand,left,l,,bone.distalPhalanxOfSecondFingerOfHand,250,
Distal phalanx of second finger of hand.r,MESH,Skeletal system,bone,Distal phalanx of second finger of hand,right,r,,bone.distalPhalanxOfSecondFingerOfHand,250,
Distal phalanx of third finger of foot.l,MESH,Skeletal system,bone,Distal phalanx of third finger of foot,left,l,,bone.distalPhalanxOfThirdFingerOfFoot,318,
Distal phalanx of third finger of foot.r,MESH,Skeletal system,bone,Distal phalanx of third finger of foot,right,r,,bone.distalPhalanxOfThirdFingerOfFoot,318,
Distal phalanx of third finger of hand.l,MESH,Skeletal system,bone,Distal phalanx of third finger of hand,left,l,,bone.distalPhalanxOfThirdFingerOfHand,192,
Distal phalanx of third finger of hand.r,MESH,Skeletal system,bone,Distal phalanx of third finger of hand,right,r,,bone.distalPhalanxOfThirdFingerOfHand,192,
Distal surface of tooth.j,MESH,Skeletal system,bone,Distal surface of tooth,,j,,bone.distalSurfaceOfTooth,0,
Distal surface of tooth.i,MESH,Skeletal system,bone,Distal surface of tooth.i,,,,bone.distalSurfaceOfToothI,0,
Dorsal radial tubercle.j,MESH,Skeletal system,bone,Dorsal radial tubercle,,j,,bone.dorsalRadialTubercle,0,
Dorsal radial tubercle.i,MESH,Skeletal system,bone,Dorsal radial tubercle.i,,,,bone.dorsalRadialTubercleI,0,
Dorsal surface of sacrum.j,MESH,Skeletal system,bone,Dorsal surface of sacrum,,j,,bone.dorsalSurfaceOfSacrum,0,
Dorsum sellae.j,MESH,Skeletal system,bone,Dorsum sellae,,j,,bone.dorsumSellae,0,
Eighth rib.l,MESH,Skeletal system,bone,Eighth rib,left,l,,bone.eighthRib,8257,
Eighth rib.r,MESH,Skeletal system,bone,Eighth rib,right,r,,bone.eighthRib,8257,
Eleventh rib.l,MESH,Skeletal system,bone,Eleventh rib,left,l,,bone.eleventhRib,5032,
Eleventh rib.r,MESH,Skeletal system,bone,Eleventh rib,right,r,,bone.eleventhRib,5032,
Ethmoid bone,MESH,Skeletal system,bone,Ethmoid bone,,,,bone.ethmoid,3775,
Ethmoidal notch.j,MESH,Skeletal system,bone,Ethmoidal notch,,j,,bone.ethmoidalNotch,0,
(External occipital crest).j,MESH,Skeletal system,bone,External occipital crest,,j,1,bone.externalOccipitalCrest,0,
External occipital protuberance.j,MESH,Skeletal system,bone,External occipital protuberance,,j,,bone.externalOccipitalProtuberance,0,
External surface of frontal bone.j,MESH,Skeletal system,bone,External surface of frontal bone,,j,,bone.externalSurfaceOfFrontal,0,
External surface of parietal bone.j,MESH,Skeletal system,bone,External surface of parietal bone,,j,,bone.externalSurfaceOfParietal,0,
Extracranial bones of head.j,MESH,Skeletal system,bone,Extracranial bones of head,,j,,bone.extracranialBonesOfHead,0,
Facet for calcaneonavicular part of bifurcate ligament.j,MESH,Skeletal system,bone,Facet for calcaneonavicular part of bifurcate ligament,,j,,bone.facetForCalcaneonavicularPartOfBifurcateLigament,0,
Facet for calcaneonavicular part of bifurcate ligament.i,MESH,Skeletal system,bone,Facet for calcaneonavicular part of bifurcate ligament.i,,,,bone.facetForCalcaneonavicularPartOfBifurcateLigamentI,0,
Facet for dens.j,MESH,Skeletal system,bone,Facet for dens,,j,,bone.facetForDens,0,
Facet for plantar calcaneonavicular ligament.j,MESH,Skeletal system,bone,Facet for plantar calcaneonavicular ligament,,j,,bone.facetForPlantarCalcaneonavicularLigament,0,
Facet for plantar calcaneonavicular ligament.i,MESH,Skeletal system,bone,Facet for plantar calcaneonavicular ligament.i,,,,bone.facetForPlantarCalcaneonavicularLigamentI,0,
Facial bones.j,MESH,Skeletal system,bone,Facial bones,,j,,bone.facialBones,0,
False ribs.j,MESH,Skeletal system,bone,False ribs,,j,,bone.falseRibs,0,
Femur.j,MESH,Skeletal system,bone,Femur,,j,,bone.femur,0,
Femur.l,MESH,Skeletal system,bone,Femur,left,l,,bone.femur,3786,
Femur.r,MESH,Skeletal system,bone,Femur,right,r,,bone.femur,3786,
Femur.i,MESH,Skeletal system,bone,Femur.i,,,,bone.femurI,0,
Fibula.j,MESH,Skeletal system,bone,Fibula,,j,,bone.fibula,0,
Fibula.l,MESH,Skeletal system,bone,Fibula,left,l,,bone.fibula,1264,
Fibula.r,MESH,Skeletal system,bone,Fibula,right,r,,bone.fibula,1264,
Fibula.i,MESH,Skeletal system,bone,Fibula.i,,,,bone.fibulaI,0,
Fibular articular facet.j,MESH,Skeletal system,bone,Fibular articular facet,,j,,bone.fibularArticularFacet,0,
Fibular articular facet.i,MESH,Skeletal system,bone,Fibular articular facet.i,,,,bone.fibularArticularFacetI,0,
Fibular notch.j,MESH,Skeletal system,bone,Fibular notch,,j,,bone.fibularNotch,0,
Fibular notch.i,MESH,Skeletal system,bone,Fibular notch.i,,,,bone.fibularNotchI,0,
Fifth metacarpal bone.l,MESH,Skeletal system,bone,Fifth metacarpal bone,left,l,,bone.fifthMetacarpal,503,
Fifth metacarpal bone.r,MESH,Skeletal system,bone,Fifth metacarpal bone,right,r,,bone.fifthMetacarpal,503,
Fifth metatarsal bone.j,MESH,Skeletal system,bone,Fifth metatarsal bone,,j,,bone.fifthMetatarsal,0,
Fifth metatarsal bone.l,MESH,Skeletal system,bone,Fifth metatarsal bone,left,l,,bone.fifthMetatarsal,894,
Fifth metatarsal bone.r,MESH,Skeletal system,bone,Fifth metatarsal bone,right,r,,bone.fifthMetatarsal,894,
Fifth metatarsal bone.i,MESH,Skeletal system,bone,Fifth metatarsal bone.i,,,,bone.fifthMetatarsalBoneI,0,
Fifth rib.l,MESH,Skeletal system,bone,Fifth rib,left,l,,bone.fifthRib,9360,
Fifth rib.r,MESH,Skeletal system,bone,Fifth rib,right,r,,bone.fifthRib,9360,
First metacarpal bone.l,MESH,Skeletal system,bone,First metacarpal bone,left,l,,bone.firstMetacarpal,682,
First metacarpal bone.r,MESH,Skeletal system,bone,First metacarpal bone,right,r,,bone.firstMetacarpal,682,
First metatarsal bone.j,MESH,Skeletal system,bone,First metatarsal bone,,j,,bone.firstMetatarsal,0,
First metatarsal bone.l,MESH,Skeletal system,bone,First metatarsal bone,left,l,,bone.firstMetatarsal,1087,
First metatarsal bone.r,MESH,Skeletal system,bone,First metatarsal bone,right,r,,bone.firstMetatarsal,1087,
First metatarsal bone.i,MESH,Skeletal system,bone,First metatarsal bone.i,,,,bone.firstMetatarsalBoneI,0,
First rib.l,MESH,Skeletal system,bone,First rib,left,l,,bone.firstRib,3208,
First rib.r,MESH,Skeletal system,bone,First rib,right,r,,bone.firstRib,3208,
Floating ribs.j,MESH,Skeletal system,bone,Floating ribs,,j,,bone.floatingRibs,0,
Foramen caecum of frontal bone.j,MESH,Skeletal system,bone,Foramen caecum of frontal bone,,j,,bone.foramenCaecumOfFrontal,0,
Foramen magnum.j,MESH,Skeletal system,bone,Foramen magnum,,j,,bone.foramenMagnum,0,
Foramen ovale.j,MESH,Skeletal system,bone,Foramen ovale,,j,,bone.foramenOvale,0,
Foramen rotundum.j,MESH,Skeletal system,bone,Foramen rotundum,,j,,bone.foramenRotundum,0,
Foramen spinosum.j,MESH,Skeletal system,bone,Foramen spinosum,,j,,bone.foramenSpinosum,0,
Foramen transversarium.j,MESH,Skeletal system,bone,Foramen transversarium,,j,,bone.foramenTransversarium,0,
Fossa for lacrimal gland.j,MESH,Skeletal system,bone,Fossa for lacrimal gland,,j,,bone.fossaForLacrimalGland,0,
Fourth metacarpal bone.l,MESH,Skeletal system,bone,Fourth metacarpal bone,left,l,,bone.fourthMetacarpal,642,
Fourth metacarpal bone.r,MESH,Skeletal system,bone,Fourth metacarpal bone,right,r,,bone.fourthMetacarpal,642,
Fourth metatarsal bone.l,MESH,Skeletal system,bone,Fourth metatarsal bone,left,l,,bone.fourthMetatarsal,732,
Fourth metatarsal bone.r,MESH,Skeletal system,bone,Fourth metatarsal bone,right,r,,bone.fourthMetatarsal,732,
Fourth rib.l,MESH,Skeletal system,bone,Fourth rib,left,l,,bone.fourthRib,8640,
Fourth rib.r,MESH,Skeletal system,bone,Fourth rib,right,r,,bone.fourthRib,8640,
Fovea for ligament of head of femur.j,MESH,Skeletal system,bone,Fovea for ligament of head of femur,,j,,bone.foveaForLigamentOfHeadOfFemur,0,
Fovea for ligament of head of femur.i,MESH,Skeletal system,bone,Fovea for ligament of head of femur.i,,,,bone.foveaForLigamentOfHeadOfFemurI,0,
Frontal bone,MESH,Skeletal system,bone,Frontal bone,,,,bone.frontal,7754,
Frontal angle of parietal bone.j,MESH,Skeletal system,bone,Frontal angle of parietal bone,,j,,bone.frontalAngleOfParietal,0,
Frontal border of parietal bone.j,MESH,Skeletal system,bone,Frontal border of parietal bone,,j,,bone.frontalBorderOfParietal,0,
Frontal crest.j,MESH,Skeletal system,bone,Frontal crest,,j,,bone.frontalCrest,0,
Frontal eminence.j,MESH,Skeletal system,bone,Frontal eminence,,j,,bone.frontalEminence,0,
